"session_id","user_id","event_name","event_date"
"3c4ec85f-0f7c-4595-ac4c-e70bc30ba4ea",1203,trial_activated,2024-01-29
c870044d-94b7-4851-924b-0afea0e565a5,1238,trial_activated,2024-01-22
b1703f30-82bc-42be-b260-d8d01197fa83,1245,trial_activated,2024-02-24
d4800238-6dbf-41a8-a104-e6409ef587d1,1257,trial_activated,2024-02-04
"133c31bf-905c-4531-94a5-3fcb58d95392",1268,trial_activated,2024-02-04
"336fbb63-20d3-4b72-b718-66ffd8b4b4b6",1287,trial_activated,2024-01-26
"04595431-21b8-400f-bce9-d48b2e7058ba",1313,trial_activated,2024-02-03
"6fcb9b00-d979-4c05-9a6c-264a403ca01d",1324,trial_activated,2024-01-12
"06840845-28ae-45cc-860f-5a60495d9315",1337,trial_activated,2024-03-01
f9c9294f-7693-4dc3-981a-880021b7198d,1377,trial_activated,2024-02-15
"4f371181-ff9c-4ee1-a94e-2c145defe46b",1379,trial_activated,2024-01-05
e3780bc3-6010-46c4-a8d9-a48ee6f25229,1416,trial_activated,2024-02-14
"770189d4-fe03-455f-af82-edf7d5236eb3",1426,trial_activated,2024-02-24
"823cd543-13df-4cd4-b2de-bbefc7180748",1436,trial_activated,2024-02-20
"9ccfae35-1599-42d2-a9e1-75b07e4d2676",1471,trial_activated,2024-02-07
e2596808-6770-4079-ae06-992bcf62985e,1483,trial_activated,2024-01-09
"7aea2bc8-e04b-411f-ac32-5361661fbfb8",1504,trial_activated,2024-01-18
e4426f56-2a61-47d9-9028-a8c37bb68162,1510,trial_activated,2024-01-29
"0d28295a-07f3-4539-813e-9202cf4b90dd",1513,trial_activated,2024-01-08
"121c6f05-6db1-493c-8827-4f3b3eeb1ae2",1523,trial_activated,2024-01-24
"1581cd5f-51c6-4055-a7e7-a3a64a127b04",1528,trial_activated,2024-01-09
db2276d2-1c3d-48cc-bdbd-7db9cdf3db58,1538,trial_activated,2024-02-10
"6ef9ec70-d54d-4522-9847-fa8a4ba5ef4f",1572,trial_activated,2024-01-29
"9a420d17-6601-44aa-b5ff-bfe667c4bc08",1573,trial_activated,2024-01-20
"948861b6-16c9-4bc6-a56c-57c79755382d",1592,trial_activated,2024-02-10
c8ffeb80-1fdc-424f-a498-a1f40b8b72a7,1615,trial_activated,2024-02-20
"90e1d440-8390-4282-b441-8507aea49bfb",1624,trial_activated,2024-02-24
"97713b6e-4e0f-43c3-9235-1fd38174f203",1645,trial_activated,2024-01-28
"59d0fc31-040b-45d1-99a2-b2dabfa4ed11",1648,trial_activated,2024-01-16
"4952e17c-6868-4ab1-b7db-c9da30662a1c",1650,trial_activated,2024-02-25
"4882e3b9-bb04-4024-bf4e-8cf43b547442",1677,trial_activated,2024-01-28
"89f57df6-dceb-4fe4-a984-56c8ef6cb1a2",1691,trial_activated,2024-02-24
bf91a93d-0cbc-4153-ab22-b61079cfc10a,1720,trial_activated,2024-03-02
"53ba0291-1b25-4e93-85ca-19921d8ab955",1816,trial_activated,2024-01-30
f3c4dc3c-d651-4134-af7d-4915648ede45,1903,trial_activated,2024-01-23
fc93fb2e-55d0-42dc-8b35-7362e038e40e,1939,trial_activated,2024-01-22
"5167da24-4c30-47eb-8146-5add5df7814f",1945,trial_activated,2024-01-14
